iter	RMSE
174	0.1863361049
175	0.1860661368
176	0.1857850832
177	0.1855947465
178	0.1853758335
179	0.1851893763
180	0.1849712305
181	0.184739707
182	0.184525013
183	0.1842975748
184	0.1840949663
185	0.1837404551
186	0.1835823038
187	0.1833178493
188	0.1831383227
189	0.1828482419
190	0.1825943469
191	0.1824394945
192	0.182167808
193	0.1820052729
194	0.1817942456
195	0.1816582098
196	0.1813903224
197	0.1811315307
198	0.1809563528
199	0.1807185176
200	0.1805042457
201	0.1802917404
202	0.1800487393
203	0.1797321603
204	0.179559593
205	0.1793105059
206	0.1790713222
207	0.1788852103
208	0.1786835573
209	0.1785826202
210	0.1784350319
211	0.1782318241
212	0.1780686903
213	0.177906865
214	0.177717402
215	0.1775807534
216	0.1774844175
217	0.1773839979
218	0.1771342507
219	0.1769692318
220	0.176734857
221	0.1765319829
222	0.1762865806
223	0.1761491979
224	0.1759354245
225	0.1757800984
226	0.1755824969
227	0.1753652503
228	0.1752602543
229	0.1750405242
230	0.1748757029
231	0.174606503
232	0.174443825
233	0.1742499631
234	0.1740686452
235	0.1738860088
236	0.1737645496
237	0.1736411752
238	0.173538261
239	0.1733349954
240	0.1731448091
241	0.172999943
242	0.1728678355
243	0.1727679004
244	0.1726205849
245	0.1724768821
246	0.1723675965
247	0.1722065929
248	0.1720580518
249	0.1718239753
250	0.1715924409
251	0.1713858278
252	0.1712605302
253	0.1711511901
254	0.170996186
255	0.1708672907
256	0.1706732565
257	0.1705352077
258	0.1704662811
259	0.1703485489
260	0.1701574541
261	0.1700299178
262	0.1698525144
263	0.1697568026
264	0.1696000602
265	0.169422859
266	0.1692963528
267	0.1691767144
268	0.1690397176
269	0.1688883555
270	0.1686869931
271	0.1684840338
272	0.1682610903
273	0.1681689599
274	0.1680152838
275	0.1678420322
276	0.1676323801
277	0.167576453
278	0.1674146353
279	0.1673176132
280	0.1672727786
281	0.1671124071
282	0.1669550126
283	0.1668227352
284	0.1667194564
285	0.1665641086
286	0.1665047356
287	0.1663558027
288	0.1662221677
289	0.1660396892
290	0.1659816913
291	0.1658606447
292	0.1657005164
293	0.1655993372
294	0.1655283913
295	0.1654834177
296	0.1653340136
297	0.1652825545
298	0.1652229149
299	0.1649845538
300	0.1649399149
301	0.1648636868
302	0.1647744242
303	0.1646407436
304	0.1645503757
305	0.1644591363
306	0.1643934255
307	0.1642203625
308	0.1640366988
309	0.1638380937
310	0.1637205504
311	0.1636034661
312	0.1634699252
313	0.1633242112
314	0.1632179402
315	0.1630755118
316	0.1630135846
317	0.1627606755
318	0.1626317979
319	0.1625438395
320	0.1624206721
321	0.1622568257
322	0.1621356659
323	0.1619963448
324	0.1618027962
325	0.1616027069
326	0.1615438241
327	0.1614045469
328	0.1612576903
329	0.1611378449
330	0.1610071845
331	0.160914124
332	0.1607956144
333	0.1607116589
334	0.1606306286
335	0.1605062232
336	0.1603750321
337	0.1603258333
338	0.1602824052
339	0.1601630393
340	0.1600491904
341	0.1599379102
342	0.1598450633
343	0.1597905232
344	0.1597216643
345	0.1596169838
346	0.1594618213
347	0.1593176092
348	0.1591983828
349	0.1590583043
350	0.1589136716
351	0.1588332118
352	0.1587625182
353	0.1586175657
354	0.158497075
355	0.1583951232
356	0.1583055475
357	0.1582359888
358	0.1581550681
359	0.1580071064
360	0.1578613898
361	0.1577514978
362	0.1575756103
363	0.1574595722
364	0.1573245016
365	0.1572719972
366	0.1570575387
367	0.1569616187
368	0.1568525232
369	0.1567321178
370	0.1565809718
371	0.1564139187
372	0.1562896387
373	0.1561728318
374	0.1560931317
375	0.1559898469
376	0.1558150831
377	0.1557181644
378	0.1555907555
379	0.1554758346
380	0.1553178863
381	0.1552314514
382	0.1551508231
383	0.1550630267
384	0.1550319703
385	0.1548518283
386	0.1546979718
387	0.1545849298
388	0.1544695233
389	0.1543870291
390	0.1542650622
391	0.1541822456
392	0.1540605001
393	0.1539232342
394	0.1537682066
395	0.1536857049
396	0.153604747
397	0.153503416
398	0.1532765664
399	0.1532110751
400	0.1531001939
401	0.1529556281
402	0.1529179947
403	0.15288452
404	0.1527324358
405	0.1526497397
406	0.152575931
407	0.1525046777
408	0.1524059233
409	0.1523718636
410	0.1523179027
411	0.1522270694
412	0.1520623197
413	0.152013154
414	0.1519062432
415	0.1518013985
416	0.1517400574
417	0.151611628
418	0.1515401539
419	0.1513417798
420	0.1512154408
421	0.1510631799
422	0.1509682626
423	0.1508002926
424	0.1506704647
425	0.1506341774
426	0.1505949662
427	0.150535849
428	0.1504315884
429	0.1503971346
430	0.1503127589
431	0.1501465146
432	0.1500601219
433	0.1498370763
434	0.1496491042
435	0.149600662
436	0.1494597997
437	0.1493339111
438	0.1492288307
439	0.1491856359
440	0.1490146558
441	0.1489752068
442	0.1489017283
443	0.1488027294
444	0.1487017653
445	0.1485173721
446	0.1484030063
447	0.1482831069
448	0.1481695908
449	0.148124874
450	0.1480669487
451	0.1480249252
452	0.147903522
453	0.1477502528
454	0.1476692165
455	0.1475430497
456	0.147416601
457	0.1473774498
458	0.1473317979
459	0.1472732171
460	0.1471756386
461	0.1469884455
462	0.1469268445
463	0.1468349825
464	0.1466357709
465	0.1464432912
466	0.1463075328
467	0.1461537636
468	0.1460437146
469	0.1459856653
470	0.145877463
471	0.1457414978
472	0.1456700544
473	0.1456062982
474	0.1454230963
475	0.1453415686
476	0.1452438765
477	0.1451359659
478	0.1450342333
479	0.1449097857
480	0.1447205429
481	0.1446029433
482	0.1445486623
483	0.1445043087
484	0.1444572747
485	0.1443447803
486	0.1441731139
487	0.1441045932
488	0.1440325283
489	0.1439576724
490	0.1439383057
491	0.1438749558
492	0.1438214432
493	0.1437433958
494	0.143662126
495	0.1435784141
496	0.1434747434
497	0.1433976797
498	0.1433327298
499	0.1432950506
500	0.1432012149
501	0.1430845781
502	0.1430039821
503	0.142889258
504	0.1426855043
505	0.1424996432
506	0.1424164434
507	0.1423194545
508	0.1422406237
509	0.1421876784
510	0.1420764744
511	0.1420444079
512	0.1420307983
513	0.1419298492
514	0.1418365766
515	0.1417911093
516	0.1417096505
517	0.1415658049
518	0.1414130389
519	0.1412889369
520	0.1412113637
521	0.1411204123
522	0.1410333378
523	0.140917553
524	0.1407835975
525	0.1406384197
526	0.1406075161
527	0.1405105347
528	0.1404031545
529	0.1402631868
530	0.1401735676
531	0.1400648324
532	0.1399977584
533	0.1399124557
534	0.1398441524
535	0.1397670616
536	0.1396998318
537	0.1395861558
538	0.1395012147
539	0.1394082149
540	0.1393447801
541	0.1391826483
542	0.1391568478
543	0.1389976536
544	0.1389405534
545	0.1388458557
546	0.1386675093
547	0.1386369222
548	0.138569622
549	0.1385489831
550	0.1384652071
551	0.1383875403
552	0.1382804943
553	0.1382033425
554	0.138080609
555	0.1379811373
556	0.1378933284
557	0.1378424641
558	0.137778696
559	0.1376308837
560	0.1374228058
561	0.1373199094
562	0.1372350655
563	0.137137438
564	0.1370419222
565	0.1369542076
566	0.1368928496
567	0.1368581323
568	0.136763957
569	0.1366814031
570	0.1366419849
571	0.1365815289
572	0.1365494548
573	0.1364664499
574	0.1363770289
575	0.1362989121
576	0.1362363572
577	0.1361216476
578	0.1360663515
579	0.1360157166
580	0.1359461451
581	0.1358354101
582	0.1358089365
583	0.1356724076
584	0.1355034205
585	0.1354414615
586	0.1353049449
587	0.1351790025
588	0.135076849
589	0.1350315204
590	0.1349806992
591	0.1349371279
592	0.1348422699
593	0.1347550034
594	0.1346404211
595	0.1345237716
596	0.1345040387
597	0.1344827131
598	0.1344428047
599	0.1343333399
600	0.1343016204
601	0.1342141351
602	0.1341302886
603	0.134096844
604	0.1340164746
605	0.1338642945
606	0.1338020438
607	0.1337463235
608	0.1336847623
609	0.1336244788
610	0.1335232462
611	0.1334156279
612	0.1333494996
613	0.1332866156
614	0.1332470141
615	0.1331641942
616	0.1330737853
617	0.1329738662
618	0.1329346471
619	0.1328344426
620	0.1327431085
621	0.1326877342
622	0.132581841
623	0.1324549487
624	0.1323917656
625	0.132350613
626	0.1322481083
627	0.1321565197
628	0.1320568525
629	0.1320129153
630	0.1319416659
631	0.1318807557
632	0.1317205409
633	0.13158225
634	0.1315400623
635	0.131431266
636	0.1314146181
637	0.1313806682
638	0.1312362288
639	0.1312222213
640	0.1311690854
641	0.1310781874
642	0.1309635997
643	0.1308764797
644	0.1308147906
645	0.130754175
646	0.1306864463
647	0.1306210389
648	0.1304869783
649	0.1304114322
650	0.1303463765
651	0.1302610361
652	0.1302068402
653	0.1301115169
654	0.1300239454
655	0.1299873649
656	0.1299405549
657	0.1298758284
658	0.1297254389
659	0.1296613759
660	0.1295211785
661	0.1294369458
662	0.1293778315
663	0.1292983418
664	0.1292697725
665	0.1291908131
666	0.1290954036
667	0.1290265511
668	0.1289535521
669	0.1288994262
670	0.1288346621
671	0.1287008738
672	0.1286185564
673	0.1285298828
674	0.128405973
675	0.1283611999
676	0.1282859874
677	0.1281853407
678	0.1281238533
679	0.1280485397
680	0.1279108051
681	0.1277736926
682	0.1276854252
683	0.12765028
684	0.1276036328
685	0.1275372707
686	0.1274688247
687	0.127391505
688	0.1273346386
689	0.1272151715
690	0.1271602352
691	0.127094813
692	0.1270260607
693	0.1269651247
694	0.1267932685
695	0.1267529813
696	0.1266989468
697	0.1266146569
698	0.126539084
699	0.1265021178
700	0.1264253344
701	0.126355796
702	0.126284968
703	0.1262050486
704	0.1261148436
705	0.126073346
706	0.1260073044
707	0.1259918932
708	0.1259096943
709	0.1258334388
710	0.125794459
711	0.1257366972
712	0.125677043
713	0.1256659525
714	0.1255948563
715	0.1254777666
716	0.1253986565
717	0.1253184467
718	0.1252019552
719	0.1251025309
720	0.1249265589
721	0.1248402172
722	0.1247937408
723	0.1246897278
724	0.124642505
725	0.124573782
726	0.1245119995
727	0.1244217846
728	0.1243909609
729	0.1242888254
730	0.1242494163
731	0.1241413623
732	0.1239938681
733	0.1239681656
734	0.1239147992
735	0.12387742
736	0.1238225479
737	0.1237388843
738	0.1237002606
739	0.1236788539
740	0.1236243619
741	0.1235791529
742	0.1235434478
743	0.1234920394
744	0.1234348208
745	0.1233757678
746	0.1232778991
747	0.1231491704
748	0.1230731069
749	0.1230345752
750	0.1230210409
751	0.1229652541
752	0.122928999
753	0.1228556278
754	0.1227723885
755	0.1227119716
756	0.1226513799
757	0.1225835733
758	0.1224629586
759	0.1223761314
760	0.1223277042
761	0.1222900281
762	0.1222300777
763	0.1221797925
764	0.1221717576
765	0.1220914496
766	0.1220317165
767	0.1219712282
768	0.121923728
769	0.1218601263
770	0.1218149294
771	0.1216960845
772	0.1216589007
773	0.1215861079
774	0.1215078727
775	0.1214318742
776	0.1213416146
777	0.1212731813
778	0.1212160055
779	0.1211640781
780	0.1210378868
781	0.1209391929
782	0.1208898808
783	0.1208299179
784	0.1207331569
785	0.1206821996
786	0.1206328724
787	0.120564536
788	0.1203933077
789	0.1202751798
790	0.1201692024
791	0.1200989237
792	0.120012827
793	0.119944827
794	0.1198712942
795	0.1197541741
796	0.1196885845
797	0.1196101553
798	0.1195651562
799	0.1194686206
800	0.1194232834
801	0.1193212188
802	0.1192581409
803	0.1192215537
804	0.1191712832
805	0.119063419
806	0.118979592
807	0.1189111937
808	0.1188031998
809	0.1187246859
810	0.1186903252
811	0.1185247943
812	0.1184663031
813	0.1183690116
814	0.1183217831
815	0.1182679901
816	0.1181804784
817	0.1181418101
818	0.1180789262
819	0.1180292725
820	0.1179739254
821	0.1179262712
822	0.1178291876
823	0.1177923747
824	0.1177091655
825	0.1176324259
826	0.1175757599
827	0.1175465642
828	0.1175145236
829	0.1174614087
830	0.1174124859
831	0.1173355398
832	0.1172776812
833	0.1171803794
834	0.1170950912
835	0.1170555617
836	0.1170103544
837	0.116969834
838	0.1169292342
839	0.1168483891
840	0.1167906129
841	0.1167190005
842	0.1166642621
843	0.1166246671
844	0.1165847002
845	0.1165412508
846	0.1164364627
847	0.1164066379
848	0.1163510719
849	0.1162726349
850	0.1162261007
851	0.1162098111
852	0.1161433423
853	0.1160689899
854	0.1160372223
855	0.1159710003
856	0.1159265974
857	0.1158604763
858	0.1158449207
859	0.1157224955
860	0.115692535
861	0.1156744149
862	0.1156189979
863	0.115583121
864	0.1154983049
865	0.1154701295
866	0.1154324788
867	0.1153589218
868	0.1153084003
869	0.115274439
870	0.1152210906
871	0.1151494686
872	0.1151158121
873	0.1150596956
874	0.1150240577
875	0.1149427585
876	0.1149201262
877	0.1148208434
878	0.1148014621
879	0.1147834154
880	0.1147003514
881	0.1146631137
882	0.1145935002
883	0.1144900772
884	0.1144295766
885	0.1143630452
886	0.1143021864
887	0.1142544026
888	0.1142096195
889	0.1141442737
890	0.1140909675
891	0.113995993
892	0.1139552288
893	0.1139277957
894	0.1138463456
895	0.1138076794
896	0.1137584784
897	0.1137227388
898	0.1136502631
899	0.1135904425
900	0.113508348
901	0.1134376181
902	0.1133771174
903	0.1133210618
904	0.1132102838
905	0.1131732955
906	0.1130454234
907	0.1130207992
908	0.1129223556
909	0.1128990265
910	0.1128192561
911	0.1127810092
912	0.112702932
913	0.1126280595
914	0.1125871459
915	0.1125434071
916	0.1124937083
917	0.1124005782
918	0.1123453268
919	0.1122855632
920	0.1122703866
921	0.112239348
922	0.1122059133
923	0.112187146
924	0.112112566
925	0.1120667551
926	0.1120008516
927	0.1118958565
928	0.1118427894
929	0.1117864629
930	0.1117488028
931	0.1116985315
932	0.1116331918
933	0.1115700495
934	0.1115570445
935	0.1114493342
936	0.1114180891
937	0.1113504522
938	0.1113050134
939	0.1112535002
940	0.1112122203
941	0.1111389576
942	0.1110974446
943	0.1110024529
944	0.1109837314
945	0.1109349057
946	0.1108624892
947	0.1107391292
948	0.1107112458
949	0.1106786475
950	0.1106135842
951	0.1105361669
952	0.1104547023
953	0.1103907162
954	0.1103271489
955	0.1102922604
956	0.1102130655
957	0.110165548
958	0.1101589982
959	0.1101016753
960	0.1100568701
961	0.1099869773
962	0.1099205334
963	0.1098914446
964	0.1098111884
965	0.1097696721
966	0.1097242134
967	0.1096720413
968	0.1096499216
969	0.1095974916
970	0.1095690289
971	0.1095372833
972	0.1094402462
973	0.1094090142
974	0.1093605123
975	0.1092893506
976	0.1092536742
977	0.1091941937
978	0.1091214264
979	0.1089874469
980	0.108966703
981	0.1089259436
982	0.1088970394
983	0.1088192199
984	0.108751002
985	0.1087320464
986	0.1086941754
987	0.1086472737
988	0.1085626503
989	0.1085084222
990	0.1084710746
991	0.1084540435
992	0.1083918421
993	0.1083656827
994	0.1083342466
995	0.1083240394
996	0.1082885341
997	0.108257124
998	0.1081950653
999	0.1081331493
