iter	RMSE
376	0.2144314774
377	0.2142654066
378	0.2141161952
379	0.2140010628
380	0.2139089787
381	0.213798554
382	0.2137470205
383	0.2137327964
384	0.2137160501
385	0.2136267555
386	0.2134546336
387	0.2133527072
388	0.2131952933
389	0.2131289728
390	0.2130390197
391	0.2128986175
392	0.2128403202
393	0.2127761228
394	0.212690523
395	0.2126168665
396	0.2124558787
397	0.2124038086
398	0.2122502158
399	0.2121873881
400	0.2121304153
401	0.2120862511
402	0.2120385524
403	0.2119862689
404	0.2119556613
405	0.2118737678
406	0.2116544903
407	0.2115877514
408	0.2115430721
409	0.2115144476
410	0.21147396
411	0.2114393815
412	0.2113625259
413	0.2112738018
414	0.2112194447
415	0.2111455549
416	0.2111001071
417	0.211061168
418	0.2110177211
419	0.2109107537
420	0.2108110811
421	0.2106072306
422	0.2104745708
423	0.2103798311
424	0.2103020165
425	0.2102471954
426	0.2101438895
427	0.2100347151
428	0.2099200973
429	0.2097576618
430	0.2096865467
431	0.2096390062
432	0.2095457576
433	0.2094624247
434	0.2093943094
435	0.2093404785
436	0.2092060975
437	0.2090701716
438	0.2090564749
439	0.2089679094
440	0.2088913261
441	0.2088368246
442	0.2088003559
443	0.2086898591
444	0.2086076949
445	0.2084996034
446	0.2084129512
447	0.2082450658
448	0.208138782
449	0.2080507905
450	0.207965188
451	0.2078971138
452	0.2078675086
453	0.2077377661
454	0.2076742576
455	0.2076448847
456	0.2075955207
457	0.2075637365
458	0.2075025186
459	0.2073686096
460	0.2073170704
461	0.2072788473
462	0.207184387
463	0.20705872
464	0.2070325148
465	0.2069384338
466	0.2068442562
467	0.2067478743
468	0.206634374
469	0.2066071671
470	0.2064512905
471	0.2063937156
472	0.2062696397
473	0.2062275049
474	0.2062057281
475	0.2061471601
476	0.2060326633
477	0.2059413858
478	0.2058590545
479	0.205756434
480	0.205668585
481	0.2056480407
482	0.2055943881
483	0.2054027288
484	0.2053399726
485	0.2052674266
486	0.2051379398
487	0.2050618054
488	0.2049017895
489	0.2048246183
490	0.2047858506
491	0.2047271906
492	0.2046647602
493	0.2045987592
494	0.2044273329
495	0.2043401338
496	0.2042670102
497	0.2042324812
498	0.2041553915
499	0.2041425032
500	0.2040683696
501	0.2039468575
502	0.2038612535
503	0.2037984483
504	0.2036235659
505	0.2034822194
506	0.2033655263
507	0.2033176709
508	0.203196162
509	0.2031516491
510	0.2030904053
511	0.2030602264
512	0.2029686085
513	0.2028447374
514	0.2028019966
515	0.2027677626
516	0.2026096025
517	0.2025812785
518	0.2025748233
519	0.2024170317
520	0.2023555354
521	0.2022891514
522	0.2022680477
523	0.2022032192
524	0.202157277
525	0.2020818369
526	0.2020008076
527	0.2019519047
528	0.201810673
529	0.201741522
530	0.2017258263
531	0.2017053638
532	0.2016458729
533	0.2015404353
534	0.201508317
535	0.2014536751
536	0.2014204116
537	0.2013434376
538	0.2012880236
539	0.2012117193
540	0.201150134
541	0.2011327123
542	0.2010335512
543	0.2009026937
544	0.2008897614
545	0.2008011943
546	0.2007600912
547	0.2007264459
548	0.200643565
549	0.2006193713
550	0.2005157826
551	0.2004018672
552	0.200299352
553	0.2002669405
554	0.2001626116
555	0.2001109068
556	0.2000376216
557	0.1999562735
558	0.1998962349
559	0.1997796123
560	0.199699719
561	0.199612063
562	0.1995723441
563	0.1995272713
564	0.1994423873
565	0.1993949271
566	0.199358857
567	0.1992900299
568	0.1992336832
569	0.1991591776
570	0.1990735257
571	0.1989828735
572	0.1989227175
573	0.1988614376
574	0.1987707249
575	0.1986467235
576	0.1986183756
577	0.1985526981
578	0.1984815062
579	0.1984380235
580	0.1983811655
581	0.1983441081
582	0.1983170851
583	0.1981960649
584	0.1981822464
585	0.1981152142
586	0.1980347914
587	0.1979677001
588	0.1978529797
589	0.1977749794
590	0.1976643451
591	0.1976166803
592	0.1975966561
593	0.1975531547
594	0.1974829187
595	0.1974120094
596	0.1973152292
597	0.1972425165
598	0.1972046241
599	0.1971376257
600	0.1970180586
601	0.196946688
602	0.1968982781
603	0.1968789426
604	0.196784329
605	0.1966997506
606	0.1966557083
607	0.1966024223
608	0.1965132496
609	0.1964887506
610	0.1964482807
611	0.1963646389
612	0.1962734159
613	0.1962362275
614	0.1961797266
615	0.1960948175
616	0.196026483
617	0.1959185199
618	0.1958287703
619	0.1957337814
620	0.1956709634
621	0.1956550042
622	0.195588718
623	0.1955252538
624	0.1954613329
625	0.1953271424
626	0.1952661819
627	0.1952378841
628	0.1951356406
629	0.1950903171
630	0.1950464585
631	0.1950206189
632	0.1949698402
633	0.1949531382
634	0.1949122066
635	0.1948633155
636	0.1947824713
637	0.1947131364
638	0.1946277582
639	0.1945614223
640	0.1944366123
641	0.1942718609
642	0.1942265454
643	0.1941248742
644	0.1940764117
645	0.1939214143
646	0.1938817097
647	0.1937899435
648	0.1937618029
649	0.1936713105
650	0.193512866
651	0.1934725242
652	0.1934456514
653	0.1934129331
654	0.1933647985
655	0.1933202249
656	0.1931721684
657	0.1930925809
658	0.1929992409
659	0.1929474837
660	0.1928093906
661	0.1927373301
662	0.1926851964
663	0.1926529143
664	0.1925966216
665	0.1925512387
666	0.1924789897
667	0.1924205807
668	0.1924066048
669	0.1923870537
670	0.1922966229
671	0.1922543355
672	0.1922001295
673	0.1921599699
674	0.1921181266
675	0.1920400114
676	0.1919359246
677	0.1918828654
678	0.1918611542
679	0.191817442
680	0.1917753001
681	0.1917029827
682	0.1916570616
683	0.1915650632
684	0.1915309588
685	0.1913925074
686	0.1913555965
687	0.1912439323
688	0.1911792184
689	0.1911710935
690	0.1911178533
691	0.191043897
692	0.1910289087
693	0.1909372433
694	0.1908889347
695	0.1907950857
696	0.1907554189
697	0.1906934057
698	0.1906730711
699	0.1906476655
700	0.1906012586
701	0.1905595037
702	0.1905354678
703	0.1904332764
704	0.1903606669
705	0.1903172769
706	0.1902491816
707	0.1901283577
708	0.1900574493
709	0.1899281145
710	0.1898534733
711	0.1897860883
712	0.1897438911
713	0.189697914
714	0.1896521746
715	0.1895635843
716	0.189507824
717	0.1893838029
718	0.1893174088
719	0.1892865257
720	0.1892486258
721	0.1890915986
722	0.1890504477
723	0.1889826196
724	0.1889242084
725	0.1888680678
726	0.188778991
727	0.1887544659
728	0.1886975439
729	0.1886592768
730	0.1885794114
731	0.1884410678
732	0.1883494229
733	0.1882680543
734	0.1881981047
735	0.1881676914
736	0.1880945919
737	0.1880441884
738	0.1879752911
739	0.1879404091
740	0.1878693572
741	0.1878264595
742	0.1877991699
743	0.187699969
744	0.1876419059
745	0.187592562
746	0.1875465321
747	0.1874421534
748	0.1873975073
749	0.1873050174
750	0.1872545877
751	0.1871695304
752	0.1871403132
753	0.1871144809
754	0.1870933999
755	0.187041962
756	0.1869982645
757	0.1868833448
758	0.1868449108
759	0.1867966504
760	0.1867225002
761	0.186676518
762	0.1866167829
763	0.1865647895
764	0.1864978974
765	0.1864232605
766	0.1863694493
767	0.1863061881
768	0.1862250037
769	0.1861471217
770	0.1860326558
771	0.1859776981
772	0.1859105554
773	0.1858551111
774	0.1857532234
775	0.1857106266
776	0.1856485577
777	0.1855509153
778	0.1855303872
779	0.1854957108
780	0.1854351549
781	0.1853812498
782	0.1853574363
783	0.1853016316
784	0.1852726598
785	0.1852445944
786	0.1851766016
787	0.1851458564
788	0.1850990861
789	0.1850652117
790	0.1849201653
791	0.1848813186
792	0.1848327839
793	0.1847974111
794	0.1847588484
795	0.1847320749
796	0.1846425561
797	0.1845363898
798	0.1844636328
799	0.1844047674
800	0.1843620477
801	0.1843207897
802	0.1842372879
803	0.1841485277
804	0.1841028247
805	0.1840608554
806	0.184033901
807	0.1840003404
808	0.1839331657
809	0.1838762311
810	0.183758613
811	0.183707464
812	0.1836588132
813	0.1835534496
814	0.1835143197
815	0.1834417376
816	0.1833854342
817	0.1833310801
818	0.1832930088
819	0.1832274592
820	0.1831228236
821	0.1830981401
822	0.1830067577
823	0.1829732128
824	0.1829202588
825	0.182882388
826	0.1828617987
827	0.1828291331
828	0.1827538399
829	0.1826854901
830	0.1825666797
831	0.1825264648
832	0.1824482165
833	0.1824265801
834	0.1823583854
835	0.1823427837
836	0.1823166119
837	0.1822803411
838	0.1821961136
839	0.182151138
840	0.1820943959
841	0.1820833013
842	0.1820497929
843	0.1819967796
844	0.1819494034
845	0.1819112056
846	0.1818463563
847	0.1817413191
848	0.1816971685
849	0.1816590971
850	0.1815707259
851	0.1814771318
852	0.1814096903
853	0.1813791556
854	0.181353696
855	0.1813020697
856	0.1812622731
857	0.1812449774
858	0.1811871757
859	0.1811515426
860	0.1810890423
861	0.181023979
862	0.1809714961
863	0.1808913525
864	0.180831321
865	0.1807973843
866	0.1807311364
867	0.1807222778
868	0.1806792596
869	0.1806618248
870	0.1806076072
871	0.1805975844
872	0.1805796056
873	0.1805642557
874	0.1804427664
875	0.1803717037
876	0.1803184687
877	0.1802766561
878	0.1802506661
879	0.1802061161
880	0.1801767303
881	0.1800869483
882	0.1800149954
883	0.1799828811
884	0.1799406942
885	0.1799010577
886	0.1798527221
887	0.179811761
888	0.179752872
889	0.1797109126
890	0.1796728925
891	0.1796531437
892	0.1795804316
893	0.1795106734
894	0.1794842603
895	0.1794382698
896	0.179418142
897	0.1794127331
898	0.179310749
899	0.1792046307
900	0.179110016
901	0.1790684482
902	0.1790278516
903	0.1789686813
904	0.1788979587
905	0.1788027388
906	0.1787713027
907	0.1787142332
908	0.1785610705
909	0.1785072348
910	0.1784584876
911	0.1784298965
912	0.1783032384
913	0.1782894885
914	0.1781768761
915	0.1781365262
916	0.1780760928
917	0.1780252242
918	0.1779216627
919	0.177885239
920	0.1777852928
921	0.1777651513
922	0.1777491905
923	0.1776907733
924	0.1776577009
925	0.1775988354
926	0.1775707041
927	0.1775245898
928	0.1774481964
929	0.1774006891
930	0.177372264
931	0.1773324759
932	0.1773218482
933	0.1772725107
934	0.1772518909
935	0.1772386456
936	0.1771988951
937	0.1771704395
938	0.1771164836
939	0.177051273
940	0.1769742336
941	0.1769005101
942	0.1768914331
943	0.1768355872
944	0.1767377342
945	0.1767093242
946	0.1766445241
947	0.1765679127
948	0.1764685635
949	0.1764545576
950	0.1764182583
951	0.1764013056
952	0.1763495711
953	0.17629616
954	0.1762768114
955	0.1762328275
956	0.1762052391
957	0.1761776242
958	0.1761338191
959	0.1761263694
960	0.1761137388
961	0.1760608964
962	0.1759993202
963	0.1759758964
964	0.1759352877
965	0.175861915
966	0.1758042259
967	0.1757477424
968	0.1756961883
969	0.175647032
970	0.175568799
971	0.1755167246
972	0.1754074976
973	0.175361671
974	0.1753335276
975	0.1752508966
976	0.1751828409
977	0.17516001
978	0.1750672666
979	0.1750420945
980	0.1749779098
981	0.1749264533
982	0.1749013328
983	0.1748508039
984	0.1747477179
985	0.1747218275
986	0.1746460462
987	0.1745844075
988	0.174551638
989	0.1745318012
990	0.1744092767
991	0.1743366208
992	0.1743149971
993	0.1742824608
994	0.1742337832
995	0.1742088584
996	0.174133049
997	0.1740902085
998	0.1740213179
999	0.1739313825
